

============================== EXP at 2026-05-06 05:57:23 ==============================
dev | avg_loss: 2.7734375 | {'exact_match': 0.0, 'rougeL': 6.7734} | threshold: None
train | epoch   0 | g_step:      1/  7140 | loss: 3.3557 | res: 2.9378 | span: 0.4179 | λ: 0.005 | lr: 1.0000e-04 | scale: 1.0 | t: 0.675
train | epoch   0 | g_step:     49/  7140 | loss: 2.7881 | res: 3.2823 | span: 0.0520 | λ: 0.245 | lr: 9.9988e-05 | scale: 1.0 | t: 0.503
train | epoch   0 | g_step:     50/  7140 | loss: 2.6517 | res: 3.0840 | span: 0.0568 | λ: 0.250 | lr: 9.9988e-05 | scale: 1.0 | t: 0.503
train | epoch   0 | g_step:     51/  7140 | loss: 2.7108 | res: 3.3170 | span: 0.0458 | λ: 0.255 | lr: 9.9987e-05 | scale: 1.0 | t: 0.639
train | epoch   0 | g_step:     52/  7140 | loss: 2.8060 | res: 3.2151 | span: 0.0469 | λ: 0.260 | lr: 9.9987e-05 | scale: 1.0 | t: 0.494
train | epoch   0 | g_step:     53/  7140 | loss: 2.8376 | res: 3.2077 | span: 0.0510 | λ: 0.265 | lr: 9.9986e-05 | scale: 1.0 | t: 0.474
train | epoch   0 | g_step:     54/  7140 | loss: 3.0373 | res: 3.5635 | span: 0.0465 | λ: 0.270 | lr: 9.9986e-05 | scale: 1.0 | t: 0.595
train | epoch   0 | g_step:     55/  7140 | loss: 2.6923 | res: 3.1087 | span: 0.0455 | λ: 0.275 | lr: 9.9985e-05 | scale: 1.0 | t: 0.463
train | epoch   0 | g_step:     56/  7140 | loss: 2.8328 | res: 3.5026 | span: 0.0451 | λ: 0.280 | lr: 9.9985e-05 | scale: 1.0 | t: 0.446
train | epoch   0 | g_step:     57/  7140 | loss: 3.3322 | res: 4.0882 | span: 0.0413 | λ: 0.285 | lr: 9.9984e-05 | scale: 1.0 | t: 0.621
train | epoch   0 | g_step:     58/  7140 | loss: 2.9136 | res: 3.6242 | span: 0.0424 | λ: 0.290 | lr: 9.9984e-05 | scale: 1.0 | t: 0.461
train | epoch   0 | g_step:     59/  7140 | loss: 2.9222 | res: 3.5390 | span: 0.0404 | λ: 0.295 | lr: 9.9983e-05 | scale: 1.0 | t: 0.436
train | epoch   0 | g_step:     60/  7140 | loss: 3.0367 | res: 3.5783 | span: 0.0437 | λ: 0.300 | lr: 9.9983e-05 | scale: 1.0 | t: 0.550
train | epoch   0 | g_step:     61/  7140 | loss: 3.1063 | res: 3.6184 | span: 0.0389 | λ: 0.305 | lr: 9.9982e-05 | scale: 1.0 | t: 0.521
train | epoch   0 | g_step:     62/  7140 | loss: 2.6962 | res: 3.1799 | span: 0.0385 | λ: 0.310 | lr: 9.9981e-05 | scale: 1.0 | t: 0.481
train | epoch   0 | g_step:     63/  7140 | loss: 2.7453 | res: 3.1450 | span: 0.0431 | λ: 0.315 | lr: 9.9981e-05 | scale: 1.0 | t: 0.621
train | epoch   0 | g_step:     64/  7140 | loss: 3.2404 | res: 3.9291 | span: 0.0406 | λ: 0.320 | lr: 9.9980e-05 | scale: 1.0 | t: 0.465
train | epoch   0 | g_step:     65/  7140 | loss: 2.4164 | res: 2.8670 | span: 0.0377 | λ: 0.325 | lr: 9.9980e-05 | scale: 1.0 | t: 0.432
train | epoch   0 | g_step:     66/  7140 | loss: 2.6143 | res: 3.0511 | span: 0.0382 | λ: 0.330 | lr: 9.9979e-05 | scale: 1.0 | t: 0.637
train | epoch   0 | g_step:     67/  7140 | loss: 2.8134 | res: 3.3656 | span: 0.0372 | λ: 0.335 | lr: 9.9978e-05 | scale: 1.0 | t: 0.480
train | epoch   0 | g_step:     68/  7140 | loss: 3.1360 | res: 3.6914 | span: 0.0367 | λ: 0.340 | lr: 9.9978e-05 | scale: 1.0 | t: 0.454
train | epoch   0 | g_step:     69/  7140 | loss: 2.9898 | res: 3.4240 | span: 0.0340 | λ: 0.345 | lr: 9.9977e-05 | scale: 1.0 | t: 0.594
train | epoch   0 | g_step:     70/  7140 | loss: 2.4004 | res: 2.8592 | span: 0.0338 | λ: 0.350 | lr: 9.9976e-05 | scale: 1.0 | t: 0.463
train | epoch   0 | g_step:     71/  7140 | loss: 3.2898 | res: 3.7493 | span: 0.0381 | λ: 0.355 | lr: 9.9976e-05 | scale: 1.0 | t: 0.438
train | epoch   0 | g_step:     72/  7140 | loss: 2.9417 | res: 3.3721 | span: 0.0358 | λ: 0.360 | lr: 9.9975e-05 | scale: 1.0 | t: 0.541
train | epoch   0 | g_step:     73/  7140 | loss: 2.9296 | res: 3.3326 | span: 0.0399 | λ: 0.365 | lr: 9.9974e-05 | scale: 1.0 | t: 0.526
train | epoch   0 | g_step:     74/  7140 | loss: 2.6953 | res: 3.1091 | span: 0.0406 | λ: 0.370 | lr: 9.9974e-05 | scale: 1.0 | t: 0.496
train | epoch   0 | g_step:     75/  7140 | loss: 2.8833 | res: 3.2816 | span: 0.0328 | λ: 0.375 | lr: 9.9973e-05 | scale: 1.0 | t: 0.639
train | epoch   0 | g_step:     76/  7140 | loss: 3.2627 | res: 3.7087 | span: 0.0308 | λ: 0.380 | lr: 9.9972e-05 | scale: 1.0 | t: 0.606
train | epoch   0 | g_step:     77/  7140 | loss: 2.8105 | res: 3.1303 | span: 0.0305 | λ: 0.385 | lr: 9.9971e-05 | scale: 1.0 | t: 0.526
train | epoch   0 | g_step:     78/  7140 | loss: 2.7557 | res: 2.9813 | span: 0.0311 | λ: 0.390 | lr: 9.9971e-05 | scale: 1.0 | t: 0.478
train | epoch   0 | g_step:     79/  7140 | loss: 2.7306 | res: 3.0551 | span: 0.0338 | λ: 0.395 | lr: 9.9970e-05 | scale: 1.0 | t: 0.635
train | epoch   0 | g_step:     80/  7140 | loss: 2.3606 | res: 2.6841 | span: 0.0366 | λ: 0.400 | lr: 9.9969e-05 | scale: 1.0 | t: 0.443
train | epoch   0 | g_step:     81/  7140 | loss: 2.8111 | res: 3.1591 | span: 0.0355 | λ: 0.405 | lr: 9.9968e-05 | scale: 1.0 | t: 0.431
train | epoch   0 | g_step:     82/  7140 | loss: 2.7032 | res: 3.0067 | span: 0.0311 | λ: 0.410 | lr: 9.9967e-05 | scale: 1.0 | t: 0.657
train | epoch   0 | g_step:     83/  7140 | loss: 2.6264 | res: 2.9539 | span: 0.0301 | λ: 0.415 | lr: 9.9967e-05 | scale: 1.0 | t: 0.481
train | epoch   0 | g_step:     84/  7140 | loss: 2.8521 | res: 3.1953 | span: 0.0327 | λ: 0.420 | lr: 9.9966e-05 | scale: 1.0 | t: 0.434
train | epoch   0 | g_step:     85/  7140 | loss: 2.5124 | res: 2.7762 | span: 0.0299 | λ: 0.425 | lr: 9.9965e-05 | scale: 1.0 | t: 0.525
train | epoch   0 | g_step:     86/  7140 | loss: 2.8525 | res: 3.1211 | span: 0.0355 | λ: 0.430 | lr: 9.9964e-05 | scale: 1.0 | t: 0.565
train | epoch   0 | g_step:     87/  7140 | loss: 2.3996 | res: 2.6839 | span: 0.0277 | λ: 0.435 | lr: 9.9963e-05 | scale: 1.0 | t: 0.481
train | epoch   0 | g_step:     88/  7140 | loss: 2.9330 | res: 3.2655 | span: 0.0304 | λ: 0.440 | lr: 9.9963e-05 | scale: 1.0 | t: 0.644
train | epoch   0 | g_step:     89/  7140 | loss: 3.1970 | res: 3.6669 | span: 0.0298 | λ: 0.445 | lr: 9.9962e-05 | scale: 1.0 | t: 0.547
train | epoch   0 | g_step:     90/  7140 | loss: 3.0794 | res: 3.4123 | span: 0.0258 | λ: 0.450 | lr: 9.9961e-05 | scale: 1.0 | t: 0.510
train | epoch   0 | g_step:     91/  7140 | loss: 2.5286 | res: 2.8593 | span: 0.0299 | λ: 0.455 | lr: 9.9960e-05 | scale: 1.0 | t: 0.501
train | epoch   0 | g_step:     92/  7140 | loss: 2.9390 | res: 3.2626 | span: 0.0321 | λ: 0.460 | lr: 9.9959e-05 | scale: 1.0 | t: 0.628
train | epoch   0 | g_step:     93/  7140 | loss: 3.1974 | res: 3.5539 | span: 0.0339 | λ: 0.465 | lr: 9.9958e-05 | scale: 1.0 | t: 0.539
train | epoch   0 | g_step:     94/  7140 | loss: 2.8438 | res: 3.2499 | span: 0.0289 | λ: 0.470 | lr: 9.9957e-05 | scale: 1.0 | t: 0.514
train | epoch   0 | g_step:     95/  7140 | loss: 2.8070 | res: 3.0718 | span: 0.0258 | λ: 0.475 | lr: 9.9956e-05 | scale: 1.0 | t: 0.550
train | epoch   0 | g_step:     96/  7140 | loss: 2.9184 | res: 3.1998 | span: 0.0253 | λ: 0.480 | lr: 9.9955e-05 | scale: 1.0 | t: 0.535
train | epoch   0 | g_step:     97/  7140 | loss: 3.0943 | res: 3.3761 | span: 0.0293 | λ: 0.485 | lr: 9.9955e-05 | scale: 1.0 | t: 0.518
train | epoch   0 | g_step:     98/  7140 | loss: 3.0490 | res: 3.3875 | span: 0.0267 | λ: 0.490 | lr: 9.9954e-05 | scale: 1.0 | t: 0.487
train | epoch   0 | g_step:     99/  7140 | loss: 3.3308 | res: 3.6593 | span: 0.0230 | λ: 0.495 | lr: 9.9953e-05 | scale: 1.0 | t: 0.559
train | epoch   0 | g_step:    100/  7140 | loss: 3.0510 | res: 3.3374 | span: 0.0273 | λ: 0.500 | lr: 9.9952e-05 | scale: 1.0 | t: 0.521
train | epoch   0 | g_step:    110/  7140 | loss: 2.8880 | res: 3.0897 | span: 0.0271 | λ: 0.500 | lr: 9.9942e-05 | scale: 1.0 | t: 0.534
train | epoch   0 | g_step:    120/  7140 | loss: 3.1072 | res: 3.3598 | span: 0.0255 | λ: 0.500 | lr: 9.9930e-05 | scale: 1.0 | t: 0.441
train | epoch   0 | g_step:    130/  7140 | loss: 2.8653 | res: 3.1056 | span: 0.0269 | λ: 0.500 | lr: 9.9918e-05 | scale: 1.0 | t: 0.667
train | epoch   0 | g_step:    140/  7140 | loss: 2.2301 | res: 2.4464 | span: 0.0237 | λ: 0.500 | lr: 9.9905e-05 | scale: 1.0 | t: 0.605
train | epoch   0 | g_step:    150/  7140 | loss: 2.9326 | res: 3.1459 | span: 0.0201 | λ: 0.500 | lr: 9.9891e-05 | scale: 1.0 | t: 0.515
train | epoch   0 | g_step:    160/  7140 | loss: 2.6410 | res: 2.8549 | span: 0.0257 | λ: 0.500 | lr: 9.9876e-05 | scale: 1.0 | t: 0.471
train | epoch   0 | g_step:    170/  7140 | loss: 2.5062 | res: 2.6959 | span: 0.0238 | λ: 0.500 | lr: 9.9860e-05 | scale: 1.0 | t: 0.462
train | epoch   0 | g_step:    180/  7140 | loss: 2.8502 | res: 3.1112 | span: 0.0212 | λ: 0.500 | lr: 9.9843e-05 | scale: 1.0 | t: 0.514
train | epoch   0 | g_step:    190/  7140 | loss: 2.5165 | res: 2.6829 | span: 0.0169 | λ: 0.500 | lr: 9.9826e-05 | scale: 1.0 | t: 0.595
train | epoch   0 | g_step:    200/  7140 | loss: 3.1470 | res: 3.3640 | span: 0.0159 | λ: 0.500 | lr: 9.9807e-05 | scale: 1.0 | t: 0.515
train | epoch   0 | g_step:    210/  7140 | loss: 2.7917 | res: 3.0465 | span: 0.0182 | λ: 0.500 | lr: 9.9787e-05 | scale: 1.0 | t: 0.495
train | epoch   0 | g_step:    220/  7140 | loss: 2.9271 | res: 3.1326 | span: 0.0150 | λ: 0.500 | lr: 9.9766e-05 | scale: 1.0 | t: 0.484
train | epoch   0 | g_step:    230/  7140 | loss: 2.6580 | res: 2.9355 | span: 0.0183 | λ: 0.500 | lr: 9.9744e-05 | scale: 1.0 | t: 0.434
train | epoch   0 | g_step:    240/  7140 | loss: 2.5524 | res: 2.8019 | span: 0.0168 | λ: 0.500 | lr: 9.9722e-05 | scale: 1.0 | t: 0.599
train | epoch   0 | g_step:    250/  7140 | loss: 2.5512 | res: 2.7916 | span: 0.0192 | λ: 0.500 | lr: 9.9698e-05 | scale: 1.0 | t: 0.556
train | epoch   0 | g_step:    260/  7140 | loss: 3.1340 | res: 3.4489 | span: 0.0157 | λ: 0.500 | lr: 9.9674e-05 | scale: 1.0 | t: 0.475
train | epoch   0 | g_step:    270/  7140 | loss: 2.6647 | res: 2.9466 | span: 0.0182 | λ: 0.500 | lr: 9.9648e-05 | scale: 1.0 | t: 0.436
train | epoch   0 | g_step:    280/  7140 | loss: 2.8903 | res: 3.1393 | span: 0.0180 | λ: 0.500 | lr: 9.9621e-05 | scale: 1.0 | t: 0.504
train | epoch   0 | g_step:    290/  7140 | loss: 3.0420 | res: 3.4443 | span: 0.0126 | λ: 0.500 | lr: 9.9594e-05 | scale: 1.0 | t: 0.435
train | epoch   0 | g_step:    300/  7140 | loss: 2.6409 | res: 2.8609 | span: 0.0144 | λ: 0.500 | lr: 9.9565e-05 | scale: 1.0 | t: 0.589
train | epoch   0 | g_step:    310/  7140 | loss: 2.9888 | res: 3.2681 | span: 0.0166 | λ: 0.500 | lr: 9.9536e-05 | scale: 1.0 | t: 0.486
train | epoch   0 | g_step:    320/  7140 | loss: 2.9829 | res: 3.2086 | span: 0.0164 | λ: 0.500 | lr: 9.9506e-05 | scale: 1.0 | t: 0.626
train | epoch   0 | g_step:    330/  7140 | loss: 2.9231 | res: 3.2296 | span: 0.0176 | λ: 0.500 | lr: 9.9474e-05 | scale: 1.0 | t: 0.617
train | epoch   0 | g_step:    340/  7140 | loss: 2.9319 | res: 3.2320 | span: 0.0182 | λ: 0.500 | lr: 9.9442e-05 | scale: 1.0 | t: 0.547
train | epoch   0 | g_step:    350/  7140 | loss: 2.6751 | res: 2.9363 | span: 0.0155 | λ: 0.500 | lr: 9.9409e-05 | scale: 1.0 | t: 0.614
train | epoch   0 | g_step:    360/  7140 | loss: 2.4531 | res: 2.6700 | span: 0.0156 | λ: 0.500 | lr: 9.9375e-05 | scale: 1.0 | t: 0.535
train | epoch   0 | g_step:    370/  7140 | loss: 2.7350 | res: 3.0243 | span: 0.0128 | λ: 0.500 | lr: 9.9340e-05 | scale: 1.0 | t: 0.450
train | epoch   0 | g_step:    380/  7140 | loss: 3.0378 | res: 3.3995 | span: 0.0130 | λ: 0.500 | lr: 9.9303e-05 | scale: 1.0 | t: 0.478
train | epoch   0 | g_step:    390/  7140 | loss: 2.7392 | res: 2.9185 | span: 0.0127 | λ: 0.500 | lr: 9.9266e-05 | scale: 1.0 | t: 0.606
train | epoch   0 | g_step:    400/  7140 | loss: 2.7467 | res: 3.0542 | span: 0.0154 | λ: 0.500 | lr: 9.9228e-05 | scale: 1.0 | t: 0.608
train | epoch   0 | g_step:    410/  7140 | loss: 2.5959 | res: 2.8626 | span: 0.0136 | λ: 0.500 | lr: 9.9189e-05 | scale: 1.0 | t: 0.587
train | epoch   0 | g_step:    420/  7140 | loss: 3.0417 | res: 3.3000 | span: 0.0140 | λ: 0.500 | lr: 9.9150e-05 | scale: 1.0 | t: 0.415
train | epoch   0 | g_step:    430/  7140 | loss: 2.6710 | res: 2.9456 | span: 0.0150 | λ: 0.500 | lr: 9.9109e-05 | scale: 1.0 | t: 0.485
train | epoch   0 | g_step:    440/  7140 | loss: 2.1869 | res: 2.4137 | span: 0.0162 | λ: 0.500 | lr: 9.9067e-05 | scale: 1.0 | t: 0.431
train | epoch   0 | g_step:    450/  7140 | loss: 2.6399 | res: 2.8792 | span: 0.0159 | λ: 0.500 | lr: 9.9024e-05 | scale: 1.0 | t: 0.445
train | epoch   0 | g_step:    460/  7140 | loss: 2.9485 | res: 3.2469 | span: 0.0130 | λ: 0.500 | lr: 9.8980e-05 | scale: 1.0 | t: 0.486
train | epoch   0 | g_step:    470/  7140 | loss: 2.6908 | res: 2.9493 | span: 0.0142 | λ: 0.500 | lr: 9.8936e-05 | scale: 1.0 | t: 0.497
train | epoch   0 | g_step:    480/  7140 | loss: 2.4719 | res: 2.7090 | span: 0.0145 | λ: 0.500 | lr: 9.8890e-05 | scale: 1.0 | t: 0.575
train | epoch   0 | g_step:    490/  7140 | loss: 3.0742 | res: 3.2922 | span: 0.0122 | λ: 0.500 | lr: 9.8844e-05 | scale: 1.0 | t: 0.583
train | epoch   0 | g_step:    500/  7140 | loss: 2.7942 | res: 3.1213 | span: 0.0131 | λ: 0.500 | lr: 9.8796e-05 | scale: 1.0 | t: 0.479
train | epoch   0 | g_step:    510/  7140 | loss: 2.8261 | res: 3.1170 | span: 0.0141 | λ: 0.500 | lr: 9.8748e-05 | scale: 1.0 | t: 0.435
train | epoch   0 | g_step:    520/  7140 | loss: 3.1597 | res: 3.4483 | span: 0.0142 | λ: 0.500 | lr: 9.8698e-05 | scale: 1.0 | t: 0.485
train | epoch   0 | g_step:    530/  7140 | loss: 2.8147 | res: 2.9988 | span: 0.0167 | λ: 0.500 | lr: 9.8648e-05 | scale: 1.0 | t: 0.460
train | epoch   0 | g_step:    540/  7140 | loss: 2.5880 | res: 2.8003 | span: 0.0147 | λ: 0.500 | lr: 9.8597e-05 | scale: 1.0 | t: 0.461
train | epoch   0 | g_step:    550/  7140 | loss: 2.7412 | res: 2.9864 | span: 0.0145 | λ: 0.500 | lr: 9.8544e-05 | scale: 1.0 | t: 0.619
train | epoch   0 | g_step:    560/  7140 | loss: 3.1461 | res: 3.4247 | span: 0.0144 | λ: 0.500 | lr: 9.8491e-05 | scale: 1.0 | t: 0.493
train | epoch   0 | g_step:    570/  7140 | loss: 2.5780 | res: 2.8695 | span: 0.0130 | λ: 0.500 | lr: 9.8437e-05 | scale: 1.0 | t: 0.507
train | epoch   0 | g_step:    580/  7140 | loss: 2.7888 | res: 2.9637 | span: 0.0141 | λ: 0.500 | lr: 9.8382e-05 | scale: 1.0 | t: 0.436
train | epoch   0 | g_step:    590/  7140 | loss: 2.8909 | res: 3.2129 | span: 0.0144 | λ: 0.500 | lr: 9.8326e-05 | scale: 1.0 | t: 0.539
train | epoch   0 | g_step:    600/  7140 | loss: 2.5739 | res: 2.7546 | span: 0.0143 | λ: 0.500 | lr: 9.8269e-05 | scale: 1.0 | t: 0.466
train | epoch   0 | g_step:    610/  7140 | loss: 3.0261 | res: 3.3340 | span: 0.0147 | λ: 0.500 | lr: 9.8212e-05 | scale: 1.0 | t: 0.524
train | epoch   0 | g_step:    620/  7140 | loss: 3.0354 | res: 3.2492 | span: 0.0135 | λ: 0.500 | lr: 9.8153e-05 | scale: 1.0 | t: 0.554
train | epoch   0 | g_step:    630/  7140 | loss: 2.4506 | res: 2.6526 | span: 0.0143 | λ: 0.500 | lr: 9.8093e-05 | scale: 1.0 | t: 0.533
train | epoch   0 | g_step:    640/  7140 | loss: 2.7283 | res: 2.9736 | span: 0.0147 | λ: 0.500 | lr: 9.8033e-05 | scale: 1.0 | t: 0.576
train | epoch   0 | g_step:    650/  7140 | loss: 3.3503 | res: 3.6395 | span: 0.0126 | λ: 0.500 | lr: 9.7971e-05 | scale: 1.0 | t: 0.549
train | epoch   0 | g_step:    660/  7140 | loss: 2.2228 | res: 2.4435 | span: 0.0138 | λ: 0.500 | lr: 9.7909e-05 | scale: 1.0 | t: 0.437
train | epoch   0 | g_step:    670/  7140 | loss: 2.2746 | res: 2.4376 | span: 0.0127 | λ: 0.500 | lr: 9.7845e-05 | scale: 1.0 | t: 0.494
train | epoch   0 | g_step:    680/  7140 | loss: 2.3227 | res: 2.5817 | span: 0.0110 | λ: 0.500 | lr: 9.7781e-05 | scale: 1.0 | t: 0.514
